             15     1000.00000        0.00000        0.01000 X Y            100            174              0              0             40       -0.92000        1.02000        0.00000
       -0.92000        3.26211E+001        3.46317E-001        1.43751E-010
       -0.87150        2.99171E+001        3.20015E-001        7.43186E-011
       -0.82300        2.66635E+001        3.08238E-001        3.83428E-011
       -0.77450        2.51023E+001        3.12732E-001        3.85703E-011
       -0.72600        2.23574E+001        2.90061E-001        1.83508E-011
       -0.67750        2.02829E+001        2.67227E-001        1.85068E-011
       -0.62900        1.87293E+001        2.61095E-001        1.77129E-011
       -0.58050        1.68104E+001        2.53395E-001        2.63196E-011
       -0.53200        1.49949E+001        2.14513E-001        1.51087E-011
       -0.48350        1.33851E+001        2.58589E-001        1.24478E-011
       -0.43500        1.16209E+001        2.16003E-001        1.11582E-011
       -0.38650        1.01758E+001        2.07512E-001        7.52027E-012
       -0.33800        8.37773E+000        1.78100E-001        6.19945E-012
       -0.28950        6.89755E+000        1.84514E-001        1.47242E-011
       -0.24100        5.15961E+000        1.27312E-001        5.24727E-012
       -0.19250        3.74008E+000        1.58054E-001        4.47515E-012
       -0.14400        2.14389E+000        1.27147E-001        3.14644E-012
       -0.09550        5.73817E-001        9.61009E-002        5.43035E-012
       -0.04700        3.97718E-005        1.67853E-005        3.02775E-012
        0.00150        1.85010E-005        4.26386E-006        4.05295E-011
        0.05000        8.36922E-005        3.71400E-005        2.57521E-012
        0.09850        6.55441E-001        1.01033E-001        2.71288E-012
        0.14700        2.25817E+000        1.13278E-001        1.22974E-011
        0.19550        3.85674E+000        1.51439E-001        4.56241E-012
        0.24400        5.29921E+000        1.32029E-001        5.24208E-012
        0.29250        7.07364E+000        1.87587E-001        6.77877E-012
        0.34100        8.50913E+000        1.63587E-001        6.85152E-012
        0.38950        1.02143E+001        1.96387E-001        8.69520E-012
        0.43800        1.17479E+001        2.12788E-001        1.59213E-011
        0.48650        1.36634E+001        2.64349E-001        1.00926E-011
        0.53500        1.51819E+001        2.33112E-001        1.36036E-011
        0.58350        1.69877E+001        2.72545E-001        1.50796E-011
        0.63200        1.87754E+001        2.50409E-001        3.64677E-011
        0.68050        2.04660E+001        3.08520E-001        2.12867E-011
        0.72900        2.26794E+001        2.96083E-001        3.04365E-011
        0.77750        2.50397E+001        2.93883E-001        2.59061E-011
        0.82600        2.70697E+001        3.32963E-001        5.32315E-011
        0.87450        3.04795E+001        3.33774E-001        9.39497E-011
        0.92300        3.27340E+001        2.97261E-001        1.84237E-010
        0.97150        3.68518E+001        3.21729E-001        4.97919E-010
