             15      100.00000        0.00500        0.00500 Y Y            100            173              0              0             40       -0.92000        1.02000        0.00000
       -0.92000        3.03091E+001        2.90037E-001        7.36520E-013
       -0.87150        2.71886E+001        2.15553E-001        7.33634E-013
       -0.82300        2.51119E+001        2.36696E-001        4.27187E-013
       -0.77450        2.29438E+001        2.43314E-001        5.91978E-013
       -0.72600        2.09255E+001        2.28844E-001        5.86937E-013
       -0.67750        1.92321E+001        2.07550E-001        4.12462E-013
       -0.62900        1.72463E+001        2.19452E-001        5.54007E-013
       -0.58050        1.54714E+001        1.63490E-001        4.80128E-013
       -0.53200        1.38591E+001        1.41085E-001        5.21091E-013
       -0.48350        1.21587E+001        1.76734E-001        2.67693E-013
       -0.43500        1.06724E+001        1.80605E-001        2.76012E-013
       -0.38650        9.25359E+000        1.52076E-001        1.60069E-013
       -0.33800        7.70973E+000        1.68910E-001        1.70669E-013
       -0.28950        6.23900E+000        1.10836E-001        4.27380E-013
       -0.24100        4.76171E+000        1.11995E-001        3.18184E-013
       -0.19250        3.13709E+000        1.23350E-001        1.21224E-013
       -0.14400        1.98183E+000        1.14716E-001        1.54692E-013
       -0.09550        7.22323E-001        8.86738E-002        6.64825E-013
       -0.04700        2.56621E-001        6.77769E-002        1.61532E-013
        0.00150        1.24910E-001        5.22045E-002        4.60129E-013
        0.05000        3.32205E-001        8.41095E-002        6.34727E-013
        0.09850        8.80909E-001        1.12741E-001        3.20620E-013
        0.14700        2.38034E+000        1.32505E-001        8.07288E-014
        0.19550        3.56453E+000        8.95568E-002        1.48643E-013
        0.24400        5.04860E+000        1.15590E-001        2.82666E-013
        0.29250        6.67021E+000        1.35840E-001        4.94309E-013
        0.34100        7.98649E+000        1.75404E-001        4.79944E-013
        0.38950        9.67559E+000        1.34853E-001        3.50810E-013
        0.43800        1.11954E+001        1.67351E-001        2.93928E-013
        0.48650        1.26828E+001        1.33472E-001        2.16242E-013
        0.53500        1.41470E+001        1.60187E-001        2.99887E-013
        0.58350        1.59591E+001        1.73729E-001        3.82649E-013
        0.63200        1.77113E+001        1.96510E-001        8.22792E-013
        0.68050        1.94485E+001        2.26858E-001        2.79242E-013
        0.72900        2.12594E+001        2.25731E-001        3.06179E-013
        0.77750        2.35637E+001        2.43606E-001        3.98076E-013
        0.82600        2.50447E+001        2.27983E-001        9.14840E-013
        0.87450        2.76137E+001        2.37926E-001        1.36916E-012
        0.92300        3.01838E+001        2.29405E-001        4.31091E-013
        0.97150        3.37407E+001        3.24169E-001        1.05947E-012
