       10000000      100.00000        0.00000        0.00000 X Y            100            173              0              0             40       -0.92000        1.02000        0.00000
       -0.92000        3.33436E-001        9.42956E-005
       -0.87150        3.33220E-001        9.42780E-005
       -0.82300        3.33303E-001        9.42811E-005
       -0.77450        3.33466E-001        9.42735E-005
       -0.72600        3.33297E-001        9.43008E-005
       -0.67750        3.33351E-001        9.42786E-005
       -0.62900        3.33371E-001        9.42958E-005
       -0.58050        3.33405E-001        9.42710E-005
       -0.53200        3.33279E-001        9.42711E-005
       -0.48350        3.33417E-001        9.42743E-005
       -0.43500        3.33319E-001        9.42673E-005
       -0.38650        3.33350E-001        9.42781E-005
       -0.33800        3.33352E-001        9.42830E-005
       -0.28950        3.33333E-001        9.42819E-005
       -0.24100        3.33339E-001        9.42778E-005
       -0.19250        3.33385E-001        9.42984E-005
       -0.14400        3.33370E-001        9.42990E-005
       -0.09550        3.33297E-001        9.42961E-005
       -0.04700        3.33478E-001        9.42956E-005
        0.00150        3.33451E-001        9.42903E-005
        0.05000        3.33437E-001        9.42954E-005
        0.09850        3.33377E-001        9.42846E-005
        0.14700        3.33333E-001        9.42610E-005
        0.19550        3.33265E-001        9.42756E-005
        0.24400        3.33299E-001        9.42745E-005
        0.29250        3.33185E-001        9.42672E-005
        0.34100        3.33338E-001        9.43015E-005
        0.38950        3.33343E-001        9.42786E-005
        0.43800        3.33202E-001        9.42656E-005
        0.48650        3.33278E-001        9.42725E-005
        0.53500        3.33281E-001        9.42793E-005
        0.58350        3.33329E-001        9.42858E-005
        0.63200        3.33393E-001        9.43095E-005
        0.68050        3.33377E-001        9.42766E-005
        0.72900        3.33350E-001        9.42959E-005
        0.77750        3.33268E-001        9.42563E-005
        0.82600        3.33251E-001        9.42586E-005
        0.87450        3.33309E-001        9.42758E-005
        0.92300        3.33155E-001        9.42693E-005
        0.97150        2.09569E-317        4.06603E-001
